Location,LocationID,FilterCategory,DataGroup,TimeFrame,DataFormat,Data,Unit
Edgecombe,37065,Total,Investigated,2022,"Rate per 1,000",69.7,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2022,"Rate per 1,000",14.1,"per 1,000 children"
Edgecombe,37065,Total,Investigated,2023,"Rate per 1,000",72.1,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2023,"Rate per 1,000",12.3,"per 1,000 children"
Edgecombe,37065,Total,Investigated,2018,Number,912,
Edgecombe,37065,Total,Substantiated,2018,Number,153,
Edgecombe,37065,Total,Investigated,2019,Number,768,
Edgecombe,37065,Total,Substantiated,2019,Number,140,
Edgecombe,37065,Total,Investigated,2020,Number,854,
Edgecombe,37065,Total,Substantiated,2020,Number,141,
Edgecombe,37065,Total,Investigated,2021,Number,819,
Edgecombe,37065,Total,Substantiated,2021,Number,162,
Edgecombe,37065,Total,Investigated,2022,Number,837,
Edgecombe,37065,Total,Substantiated,2022,Number,169,
Edgecombe,37065,Total,Investigated,2023,Number,861,
Edgecombe,37065,Total,Substantiated,2023,Number,147,
Forsyth,37067,Total,Investigated,2018,"Rate per 1,000",42.6,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2018,"Rate per 1,000",5.4,"per 1,000 children"
Forsyth,37067,Total,Investigated,2019,"Rate per 1,000",44.7,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2019,"Rate per 1,000",5.2,"per 1,000 children"
Forsyth,37067,Total,Investigated,2020,"Rate per 1,000",42.2,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2020,"Rate per 1,000",5.3,"per 1,000 children"
Forsyth,37067,Total,Investigated,2021,"Rate per 1,000",38.6,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2021,"Rate per 1,000",5.3,"per 1,000 children"
Forsyth,37067,Total,Investigated,2022,"Rate per 1,000",45.4,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2022,"Rate per 1,000",5.6,"per 1,000 children"
Forsyth,37067,Total,Investigated,2023,"Rate per 1,000",31.6,"per 1,000 children"
Forsyth,37067,Total,Substantiated,2023,"Rate per 1,000",3.4,"per 1,000 children"
Forsyth,37067,Total,Investigated,2018,Number,4216,
Forsyth,37067,Total,Substantiated,2018,Number,533,
Forsyth,37067,Total,Investigated,2019,Number,4434,
Forsyth,37067,Total,Substantiated,2019,Number,513,
Forsyth,37067,Total,Investigated,2020,Number,4188,
Forsyth,37067,Total,Substantiated,2020,Number,530,
Forsyth,37067,Total,Investigated,2021,Number,3845,
Forsyth,37067,Total,Substantiated,2021,Number,531,
Forsyth,37067,Total,Investigated,2022,Number,4514,
Forsyth,37067,Total,Substantiated,2022,Number,553,
Forsyth,37067,Total,Investigated,2023,Number,3141,
Forsyth,37067,Total,Substantiated,2023,Number,342,
Franklin,37069,Total,Investigated,2018,"Rate per 1,000",41.1,"per 1,000 children"
Franklin,37069,Total,Substantiated,2018,"Rate per 1,000",13.6,"per 1,000 children"
Franklin,37069,Total,Investigated,2019,"Rate per 1,000",42,"per 1,000 children"
Franklin,37069,Total,Substantiated,2019,"Rate per 1,000",12.2,"per 1,000 children"
Franklin,37069,Total,Investigated,2020,"Rate per 1,000",37.5,"per 1,000 children"
Franklin,37069,Total,Substantiated,2020,"Rate per 1,000",13.4,"per 1,000 children"
Franklin,37069,Total,Investigated,2021,"Rate per 1,000",37.4,"per 1,000 children"
Franklin,37069,Total,Substantiated,2021,"Rate per 1,000",14.5,"per 1,000 children"
Franklin,37069,Total,Investigated,2022,"Rate per 1,000",31.4,"per 1,000 children"
Franklin,37069,Total,Substantiated,2022,"Rate per 1,000",12.3,"per 1,000 children"
Franklin,37069,Total,Investigated,2023,"Rate per 1,000",35.8,"per 1,000 children"
Franklin,37069,Total,Substantiated,2023,"Rate per 1,000",14.9,"per 1,000 children"
Franklin,37069,Total,Investigated,2018,Number,676,
Franklin,37069,Total,Substantiated,2018,Number,223,
Franklin,37069,Total,Investigated,2019,Number,694,
Franklin,37069,Total,Substantiated,2019,Number,202,
Franklin,37069,Total,Investigated,2020,Number,635,
Franklin,37069,Total,Substantiated,2020,Number,227,
Franklin,37069,Total,Investigated,2021,Number,625,
Franklin,37069,Total,Substantiated,2021,Number,242,
Franklin,37069,Total,Investigated,2022,Number,540,
Franklin,37069,Total,Substantiated,2022,Number,211,
Franklin,37069,Total,Investigated,2023,Number,634,
Franklin,37069,Total,Substantiated,2023,Number,264,
Gaston,37071,Total,Investigated,2018,"Rate per 1,000",94.6,"per 1,000 children"
Gaston,37071,Total,Substantiated,2018,"Rate per 1,000",7.2,"per 1,000 children"
Gaston,37071,Total,Investigated,2019,"Rate per 1,000",85.9,"per 1,000 children"
Gaston,37071,Total,Substantiated,2019,"Rate per 1,000",6.8,"per 1,000 children"
Gaston,37071,Total,Investigated,2020,"Rate per 1,000",70.4,"per 1,000 children"
Gaston,37071,Total,Substantiated,2020,"Rate per 1,000",6.6,"per 1,000 children"
Gaston,37071,Total,Investigated,2021,"Rate per 1,000",65.2,"per 1,000 children"
Gaston,37071,Total,Substantiated,2021,"Rate per 1,000",5.8,"per 1,000 children"
Gaston,37071,Total,Investigated,2022,"Rate per 1,000",72.8,"per 1,000 children"
Gaston,37071,Total,Substantiated,2022,"Rate per 1,000",7.2,"per 1,000 children"
Gaston,37071,Total,Investigated,2023,"Rate per 1,000",69.9,"per 1,000 children"
Gaston,37071,Total,Substantiated,2023,"Rate per 1,000",5,"per 1,000 children"
Gaston,37071,Total,Investigated,2018,Number,5196,
Gaston,37071,Total,Substantiated,2018,Number,395,
Gaston,37071,Total,Investigated,2019,Number,4767,
Gaston,37071,Total,Substantiated,2019,Number,379,
Gaston,37071,Total,Investigated,2020,Number,3902,
Gaston,37071,Total,Substantiated,2020,Number,364,
Gaston,37071,Total,Investigated,2021,Number,3683,
Gaston,37071,Total,Substantiated,2021,Number,328,
Gaston,37071,Total,Investigated,2022,Number,4129,
Gaston,37071,Total,Substantiated,2022,Number,406,
Gaston,37071,Total,Investigated,2023,Number,3975,
Gaston,37071,Total,Substantiated,2023,Number,284,
Gates,37073,Total,Investigated,2018,"Rate per 1,000",22.1,"per 1,000 children"
Gates,37073,Total,Substantiated,2018,"Rate per 1,000",2.7,"per 1,000 children"
Gates,37073,Total,Investigated,2019,"Rate per 1,000",26.9,"per 1,000 children"
Gates,37073,Total,Substantiated,2019,"Rate per 1,000",0,"per 1,000 children"
Gates,37073,Total,Investigated,2020,"Rate per 1,000",22.2,"per 1,000 children"
Gates,37073,Total,Substantiated,2020,"Rate per 1,000",2,"per 1,000 children"
Gates,37073,Total,Investigated,2021,"Rate per 1,000",38,"per 1,000 children"
Gates,37073,Total,Substantiated,2021,"Rate per 1,000",2.7,"per 1,000 children"
Gates,37073,Total,Investigated,2022,"Rate per 1,000",27.9,"per 1,000 children"
Gates,37073,Total,Substantiated,2022,"Rate per 1,000",3.2,"per 1,000 children"
Gates,37073,Total,Investigated,2023,"Rate per 1,000",39,"per 1,000 children"
Gates,37073,Total,Substantiated,2023,"Rate per 1,000",3.2,"per 1,000 children"
Gates,37073,Total,Investigated,2018,Number,57,
Gates,37073,Total,Substantiated,2018,Number,7,
Gates,37073,Total,Investigated,2019,Number,69,
Gates,37073,Total,Substantiated,2019,Number,0,
Gates,37073,Total,Investigated,2020,Number,57,
Gates,37073,Total,Substantiated,2020,Number,5,
Gates,37073,Total,Investigated,2021,Number,86,
Gates,37073,Total,Substantiated,2021,Number,6,
Gates,37073,Total,Investigated,2022,Number,62,
Gates,37073,Total,Substantiated,2022,Number,7,
Gates,37073,Total,Investigated,2023,Number,85,
Gates,37073,Total,Substantiated,2023,Number,7,
Graham,37075,Total,Investigated,2018,"Rate per 1,000",90.9,"per 1,000 children"
Graham,37075,Total,Substantiated,2018,"Rate per 1,000",20.4,"per 1,000 children"
Graham,37075,Total,Investigated,2019,"Rate per 1,000",102.3,"per 1,000 children"
Graham,37075,Total,Substantiated,2019,"Rate per 1,000",25.4,"per 1,000 children"
Graham,37075,Total,Investigated,2020,"Rate per 1,000",82,"per 1,000 children"
Graham,37075,Total,Substantiated,2020,"Rate per 1,000",21.3,"per 1,000 children"
Graham,37075,Total,Investigated,2021,"Rate per 1,000",101.2,"per 1,000 children"
Graham,37075,Total,Substantiated,2021,"Rate per 1,000",23.6,"per 1,000 children"
Graham,37075,Total,Investigated,2022,"Rate per 1,000",86.4,"per 1,000 children"
Graham,37075,Total,Substantiated,2022,"Rate per 1,000",31.2,"per 1,000 children"
Graham,37075,Total,Investigated,2023,"Rate per 1,000",83.7,"per 1,000 children"
Graham,37075,Total,Substantiated,2023,"Rate per 1,000",12.7,"per 1,000 children"
Graham,37075,Total,Investigated,2018,Number,174,
Graham,37075,Total,Substantiated,2018,Number,39,
Graham,37075,Total,Investigated,2019,Number,193,
Graham,37075,Total,Substantiated,2019,Number,48,
Graham,37075,Total,Investigated,2020,Number,154,
Graham,37075,Total,Substantiated,2020,Number,40,
Graham,37075,Total,Investigated,2021,Number,180,
Graham,37075,Total,Substantiated,2021,Number,42,
Graham,37075,Total,Investigated,2022,Number,152,
Graham,37075,Total,Substantiated,2022,Number,55,
Graham,37075,Total,Investigated,2023,Number,145,
Graham,37075,Total,Substantiated,2023,Number,22,
Granville,37077,Total,Investigated,2018,"Rate per 1,000",41.1,"per 1,000 children"
Granville,37077,Total,Substantiated,2018,"Rate per 1,000",10.6,"per 1,000 children"
Granville,37077,Total,Investigated,2019,"Rate per 1,000",32.3,"per 1,000 children"
Granville,37077,Total,Substantiated,2019,"Rate per 1,000",5.6,"per 1,000 children"
Granville,37077,Total,Investigated,2020,"Rate per 1,000",31.8,"per 1,000 children"
Granville,37077,Total,Substantiated,2020,"Rate per 1,000",5.7,"per 1,000 children"
Granville,37077,Total,Investigated,2021,"Rate per 1,000",24.6,"per 1,000 children"
Granville,37077,Total,Substantiated,2021,"Rate per 1,000",3.5,"per 1,000 children"
Granville,37077,Total,Investigated,2022,"Rate per 1,000",8.2,"per 1,000 children"
Granville,37077,Total,Substantiated,2022,"Rate per 1,000",1.1,"per 1,000 children"
Granville,37077,Total,Investigated,2023,"Rate per 1,000",1.4,"per 1,000 children"
Granville,37077,Total,Substantiated,2023,"Rate per 1,000",0.1,"per 1,000 children"
Granville,37077,Total,Investigated,2018,Number,561,
Granville,37077,Total,Substantiated,2018,Number,145,
Granville,37077,Total,Investigated,2019,Number,446,
Granville,37077,Total,Substantiated,2019,Number,77,
Granville,37077,Total,Investigated,2020,Number,438,
Granville,37077,Total,Substantiated,2020,Number,79,
Granville,37077,Total,Investigated,2021,Number,344,
Granville,37077,Total,Substantiated,2021,Number,49,
Granville,37077,Total,Investigated,2022,Number,115,
Granville,37077,Total,Substantiated,2022,Number,15,
Granville,37077,Total,Investigated,2023,Number,20,
Granville,37077,Total,Substantiated,2023,Number,2,
Greene,37079,Total,Investigated,2018,"Rate per 1,000",39.7,"per 1,000 children"
Greene,37079,Total,Substantiated,2018,"Rate per 1,000",3.4,"per 1,000 children"
Greene,37079,Total,Investigated,2019,"Rate per 1,000",39.6,"per 1,000 children"
Greene,37079,Total,Substantiated,2019,"Rate per 1,000",3.7,"per 1,000 children"
Greene,37079,Total,Investigated,2020,"Rate per 1,000",54.4,"per 1,000 children"
Greene,37079,Total,Substantiated,2020,"Rate per 1,000",4.6,"per 1,000 children"
Greene,37079,Total,Investigated,2021,"Rate per 1,000",51.1,"per 1,000 children"
Greene,37079,Total,Substantiated,2021,"Rate per 1,000",7.4,"per 1,000 children"
Greene,37079,Total,Investigated,2022,"Rate per 1,000",32.3,"per 1,000 children"
Greene,37079,Total,Substantiated,2022,"Rate per 1,000",3.8,"per 1,000 children"
Greene,37079,Total,Investigated,2023,"Rate per 1,000",48.9,"per 1,000 children"
Greene,37079,Total,Substantiated,2023,"Rate per 1,000",7.8,"per 1,000 children"
Greene,37079,Total,Investigated,2018,Number,188,
Greene,37079,Total,Substantiated,2018,Number,16,
Greene,37079,Total,Investigated,2019,Number,184,
Greene,37079,Total,Substantiated,2019,Number,17,
Greene,37079,Total,Investigated,2020,Number,251,
Greene,37079,Total,Substantiated,2020,Number,21,
Greene,37079,Total,Investigated,2021,Number,220,
Greene,37079,Total,Substantiated,2021,Number,32,
Greene,37079,Total,Investigated,2022,Number,137,
Greene,37079,Total,Substantiated,2022,Number,16,
Greene,37079,Total,Investigated,2023,Number,207,
Greene,37079,Total,Substantiated,2023,Number,33,
Guilford,37081,Total,Investigated,2018,"Rate per 1,000",36,"per 1,000 children"
Guilford,37081,Total,Substantiated,2018,"Rate per 1,000",3.7,"per 1,000 children"
Guilford,37081,Total,Investigated,2019,"Rate per 1,000",33.9,"per 1,000 children"
Guilford,37081,Total,Substantiated,2019,"Rate per 1,000",4,"per 1,000 children"
Guilford,37081,Total,Investigated,2020,"Rate per 1,000",34.2,"per 1,000 children"
Guilford,37081,Total,Substantiated,2020,"Rate per 1,000",4,"per 1,000 children"
Guilford,37081,Total,Investigated,2021,"Rate per 1,000",34.8,"per 1,000 children"
Guilford,37081,Total,Substantiated,2021,"Rate per 1,000",3.3,"per 1,000 children"
Guilford,37081,Total,Investigated,2022,"Rate per 1,000",37.6,"per 1,000 children"
Guilford,37081,Total,Substantiated,2022,"Rate per 1,000",3.6,"per 1,000 children"
Guilford,37081,Total,Investigated,2023,"Rate per 1,000",38.9,"per 1,000 children"
Guilford,37081,Total,Substantiated,2023,"Rate per 1,000",4.8,"per 1,000 children"
Guilford,37081,Total,Investigated,2018,Number,4957,
Guilford,37081,Total,Substantiated,2018,Number,513,
Guilford,37081,Total,Investigated,2019,Number,4709,
Guilford,37081,Total,Substantiated,2019,Number,549,
Guilford,37081,Total,Investigated,2020,Number,4771,
Guilford,37081,Total,Substantiated,2020,Number,561,
Guilford,37081,Total,Investigated,2021,Number,4939,
Guilford,37081,Total,Substantiated,2021,Number,466,
Guilford,37081,Total,Investigated,2022,Number,5333,
Guilford,37081,Total,Substantiated,2022,Number,504,
Guilford,37081,Total,Investigated,2023,Number,5509,
Guilford,37081,Total,Substantiated,2023,Number,673,
Halifax,37083,Total,Investigated,2018,"Rate per 1,000",65.9,"per 1,000 children"
Halifax,37083,Total,Substantiated,2018,"Rate per 1,000",15.5,"per 1,000 children"
Halifax,37083,Total,Investigated,2019,"Rate per 1,000",62.8,"per 1,000 children"
Halifax,37083,Total,Substantiated,2019,"Rate per 1,000",11.9,"per 1,000 children"
Halifax,37083,Total,Investigated,2020,"Rate per 1,000",57.3,"per 1,000 children"
Halifax,37083,Total,Substantiated,2020,"Rate per 1,000",7.6,"per 1,000 children"
Halifax,37083,Total,Investigated,2021,"Rate per 1,000",48.7,"per 1,000 children"
Halifax,37083,Total,Substantiated,2021,"Rate per 1,000",4.7,"per 1,000 children"
Halifax,37083,Total,Investigated,2022,"Rate per 1,000",55,"per 1,000 children"
Halifax,37083,Total,Substantiated,2022,"Rate per 1,000",3.3,"per 1,000 children"
Halifax,37083,Total,Investigated,2023,"Rate per 1,000",58,"per 1,000 children"
Halifax,37083,Total,Substantiated,2023,"Rate per 1,000",6.1,"per 1,000 children"
Halifax,37083,Total,Investigated,2018,Number,797,
Halifax,37083,Total,Substantiated,2018,Number,188,
Halifax,37083,Total,Investigated,2019,Number,747,
Halifax,37083,Total,Substantiated,2019,Number,142,
Halifax,37083,Total,Investigated,2020,Number,670,
Halifax,37083,Total,Substantiated,2020,Number,89,
Halifax,37083,Total,Investigated,2021,Number,557,
Halifax,37083,Total,Substantiated,2021,Number,54,
Halifax,37083,Total,Investigated,2022,Number,621,
Halifax,37083,Total,Substantiated,2022,Number,37,
Halifax,37083,Total,Investigated,2023,Number,649,
Halifax,37083,Total,Substantiated,2023,Number,68,
Harnett,37085,Total,Investigated,2018,"Rate per 1,000",41.1,"per 1,000 children"
Harnett,37085,Total,Substantiated,2018,"Rate per 1,000",7.4,"per 1,000 children"
Harnett,37085,Total,Investigated,2019,"Rate per 1,000",43.1,"per 1,000 children"
Harnett,37085,Total,Substantiated,2019,"Rate per 1,000",7.6,"per 1,000 children"
Harnett,37085,Total,Investigated,2020,"Rate per 1,000",39,"per 1,000 children"
Harnett,37085,Total,Substantiated,2020,"Rate per 1,000",7.2,"per 1,000 children"
Harnett,37085,Total,Investigated,2021,"Rate per 1,000",39.3,"per 1,000 children"
Harnett,37085,Total,Substantiated,2021,"Rate per 1,000",6.8,"per 1,000 children"
Harnett,37085,Total,Investigated,2022,"Rate per 1,000",37.7,"per 1,000 children"
Harnett,37085,Total,Substantiated,2022,"Rate per 1,000",8.1,"per 1,000 children"
Harnett,37085,Total,Investigated,2023,"Rate per 1,000",34.8,"per 1,000 children"
Harnett,37085,Total,Substantiated,2023,"Rate per 1,000",5.6,"per 1,000 children"
Harnett,37085,Total,Investigated,2018,Number,1588,
Harnett,37085,Total,Substantiated,2018,Number,288,
Harnett,37085,Total,Investigated,2019,Number,1672,
Harnett,37085,Total,Substantiated,2019,Number,293,
Harnett,37085,Total,Investigated,2020,Number,1512,
Harnett,37085,Total,Substantiated,2020,Number,278,
Harnett,37085,Total,Investigated,2021,Number,1485,
Harnett,37085,Total,Substantiated,2021,Number,258,
Harnett,37085,Total,Investigated,2022,Number,1426,
Harnett,37085,Total,Substantiated,2022,Number,307,
Harnett,37085,Total,Investigated,2023,Number,1341,
Harnett,37085,Total,Substantiated,2023,Number,216,
Haywood,37087,Total,Investigated,2018,"Rate per 1,000",72.9,"per 1,000 children"
Haywood,37087,Total,Substantiated,2018,"Rate per 1,000",27.6,"per 1,000 children"
Haywood,37087,Total,Investigated,2019,"Rate per 1,000",67,"per 1,000 children"
Haywood,37087,Total,Substantiated,2019,"Rate per 1,000",27.6,"per 1,000 children"
Haywood,37087,Total,Investigated,2020,"Rate per 1,000",56.6,"per 1,000 children"
Haywood,37087,Total,Substantiated,2020,"Rate per 1,000",17.5,"per 1,000 children"
Haywood,37087,Total,Investigated,2021,"Rate per 1,000",63.5,"per 1,000 children"
Haywood,37087,Total,Substantiated,2021,"Rate per 1,000",20.8,"per 1,000 children"
Haywood,37087,Total,Investigated,2022,"Rate per 1,000",71.8,"per 1,000 children"
Haywood,37087,Total,Substantiated,2022,"Rate per 1,000",20.9,"per 1,000 children"
Haywood,37087,Total,Investigated,2023,"Rate per 1,000",60,"per 1,000 children"
Haywood,37087,Total,Substantiated,2023,"Rate per 1,000",21.1,"per 1,000 children"
Haywood,37087,Total,Investigated,2018,Number,897,
Haywood,37087,Total,Substantiated,2018,Number,340,
Haywood,37087,Total,Investigated,2019,Number,836,
Haywood,37087,Total,Substantiated,2019,Number,344,
Haywood,37087,Total,Investigated,2020,Number,704,
Haywood,37087,Total,Substantiated,2020,Number,218,
Haywood,37087,Total,Investigated,2021,Number,781,
Haywood,37087,Total,Substantiated,2021,Number,256,
Haywood,37087,Total,Investigated,2022,Number,872,
Haywood,37087,Total,Substantiated,2022,Number,254,
Haywood,37087,Total,Investigated,2023,Number,717,
Haywood,37087,Total,Substantiated,2023,Number,252,
Henderson,37089,Total,Investigated,2018,"Rate per 1,000",66.9,"per 1,000 children"
Henderson,37089,Total,Substantiated,2018,"Rate per 1,000",9.9,"per 1,000 children"
Henderson,37089,Total,Investigated,2019,"Rate per 1,000",64.7,"per 1,000 children"
Henderson,37089,Total,Substantiated,2019,"Rate per 1,000",8.5,"per 1,000 children"
Henderson,37089,Total,Investigated,2020,"Rate per 1,000",55.4,"per 1,000 children"
Henderson,37089,Total,Substantiated,2020,"Rate per 1,000",9.6,"per 1,000 children"
Henderson,37089,Total,Investigated,2021,"Rate per 1,000",52.5,"per 1,000 children"
Henderson,37089,Total,Substantiated,2021,"Rate per 1,000",6.3,"per 1,000 children"
Henderson,37089,Total,Investigated,2022,"Rate per 1,000",64.6,"per 1,000 children"
Henderson,37089,Total,Substantiated,2022,"Rate per 1,000",9.7,"per 1,000 children"
Henderson,37089,Total,Investigated,2023,"Rate per 1,000",63.9,"per 1,000 children"
Henderson,37089,Total,Substantiated,2023,"Rate per 1,000",7.9,"per 1,000 children"
Henderson,37089,Total,Investigated,2018,Number,1623,
Henderson,37089,Total,Substantiated,2018,Number,240,
Henderson,37089,Total,Investigated,2019,Number,1568,
Henderson,37089,Total,Substantiated,2019,Number,207,
Henderson,37089,Total,Investigated,2020,Number,1338,
Henderson,37089,Total,Substantiated,2020,Number,231,
Henderson,37089,Total,Investigated,2021,Number,1260,
Henderson,37089,Total,Substantiated,2021,Number,150,
Henderson,37089,Total,Investigated,2022,Number,1521,
Henderson,37089,Total,Substantiated,2022,Number,229,
Henderson,37089,Total,Investigated,2023,Number,1501,
Henderson,37089,Total,Substantiated,2023,Number,186,
Hertford,37091,Total,Investigated,2018,"Rate per 1,000",26.2,"per 1,000 children"
Hertford,37091,Total,Substantiated,2018,"Rate per 1,000",2.3,"per 1,000 children"
Hertford,37091,Total,Investigated,2019,"Rate per 1,000",33.2,"per 1,000 children"
Hertford,37091,Total,Substantiated,2019,"Rate per 1,000",0.9,"per 1,000 children"
Hertford,37091,Total,Investigated,2020,"Rate per 1,000",36.7,"per 1,000 children"
Hertford,37091,Total,Substantiated,2020,"Rate per 1,000",1.1,"per 1,000 children"
Hertford,37091,Total,Investigated,2021,"Rate per 1,000",31.1,"per 1,000 children"
Hertford,37091,Total,Substantiated,2021,"Rate per 1,000",2.4,"per 1,000 children"
Hertford,37091,Total,Investigated,2022,"Rate per 1,000",32.2,"per 1,000 children"
Hertford,37091,Total,Substantiated,2022,"Rate per 1,000",3.1,"per 1,000 children"
Hertford,37091,Total,Investigated,2023,"Rate per 1,000",29.9,"per 1,000 children"
Hertford,37091,Total,Substantiated,2023,"Rate per 1,000",1.3,"per 1,000 children"
Hertford,37091,Total,Investigated,2018,Number,149,
Hertford,37091,Total,Substantiated,2018,Number,13,
Hertford,37091,Total,Investigated,2019,Number,183,
Hertford,37091,Total,Substantiated,2019,Number,5,
Hertford,37091,Total,Investigated,2020,Number,197,
Hertford,37091,Total,Substantiated,2020,Number,6,
Hertford,37091,Total,Investigated,2021,Number,154,
Hertford,37091,Total,Substantiated,2021,Number,12,
Hertford,37091,Total,Investigated,2022,Number,155,
Hertford,37091,Total,Substantiated,2022,Number,15,
Hertford,37091,Total,Investigated,2023,Number,141,
Hertford,37091,Total,Substantiated,2023,Number,6,
Hoke,37093,Total,Investigated,2018,"Rate per 1,000",53.5,"per 1,000 children"
Hoke,37093,Total,Substantiated,2018,"Rate per 1,000",5.8,"per 1,000 children"
Hoke,37093,Total,Investigated,2019,"Rate per 1,000",60.3,"per 1,000 children"
Hoke,37093,Total,Substantiated,2019,"Rate per 1,000",6.2,"per 1,000 children"
Hoke,37093,Total,Investigated,2020,"Rate per 1,000",57.4,"per 1,000 children"
Hoke,37093,Total,Substantiated,2020,"Rate per 1,000",8.4,"per 1,000 children"
Hoke,37093,Total,Investigated,2021,"Rate per 1,000",65.7,"per 1,000 children"
Hoke,37093,Total,Substantiated,2021,"Rate per 1,000",8.6,"per 1,000 children"
Hoke,37093,Total,Investigated,2022,"Rate per 1,000",62.2,"per 1,000 children"
Hoke,37093,Total,Substantiated,2022,"Rate per 1,000",6.6,"per 1,000 children"
Hoke,37093,Total,Investigated,2023,"Rate per 1,000",43.1,"per 1,000 children"
Hoke,37093,Total,Substantiated,2023,"Rate per 1,000",4.9,"per 1,000 children"
Hoke,37093,Total,Investigated,2018,Number,865,
Hoke,37093,Total,Substantiated,2018,Number,94,
Hoke,37093,Total,Investigated,2019,Number,975,
Hoke,37093,Total,Substantiated,2019,Number,100,
Hoke,37093,Total,Investigated,2020,Number,929,
Hoke,37093,Total,Substantiated,2020,Number,136,
Hoke,37093,Total,Investigated,2021,Number,1004,
Hoke,37093,Total,Substantiated,2021,Number,132,
Hoke,37093,Total,Investigated,2022,Number,966,
Hoke,37093,Total,Substantiated,2022,Number,103,
Hoke,37093,Total,Investigated,2023,Number,670,
Hoke,37093,Total,Substantiated,2023,Number,76,
Hyde,37095,Total,Investigated,2018,"Rate per 1,000",24.5,"per 1,000 children"
Hyde,37095,Total,Substantiated,2018,"Rate per 1,000",9.2,"per 1,000 children"
Hyde,37095,Total,Investigated,2019,"Rate per 1,000",29.2,"per 1,000 children"
Hyde,37095,Total,Substantiated,2019,"Rate per 1,000",5.2,"per 1,000 children"
Hyde,37095,Total,Investigated,2020,"Rate per 1,000",32.3,"per 1,000 children"
Hyde,37095,Total,Substantiated,2020,"Rate per 1,000",0,"per 1,000 children"
Hyde,37095,Total,Investigated,2021,"Rate per 1,000",47.3,"per 1,000 children"
Hyde,37095,Total,Substantiated,2021,"Rate per 1,000",4.9,"per 1,000 children"
Hyde,37095,Total,Investigated,2022,"Rate per 1,000",54.5,"per 1,000 children"
Hyde,37095,Total,Substantiated,2022,"Rate per 1,000",8.7,"per 1,000 children"
Hyde,37095,Total,Investigated,2023,"Rate per 1,000",48,"per 1,000 children"
Hyde,37095,Total,Substantiated,2023,"Rate per 1,000",3.9,"per 1,000 children"
Hyde,37095,Total,Investigated,2018,Number,24,
Hyde,37095,Total,Substantiated,2018,Number,9,
Hyde,37095,Total,Investigated,2019,Number,28,
Hyde,37095,Total,Substantiated,2019,Number,5,
Hyde,37095,Total,Investigated,2020,Number,30,
Hyde,37095,Total,Substantiated,2020,Number,0,
Hyde,37095,Total,Investigated,2021,Number,39,
Hyde,37095,Total,Substantiated,2021,Number,4,
Hyde,37095,Total,Investigated,2022,Number,44,
Hyde,37095,Total,Substantiated,2022,Number,7,
Hyde,37095,Total,Investigated,2023,Number,37,
Hyde,37095,Total,Substantiated,2023,Number,3,
Iredell,37097,Total,Investigated,2018,"Rate per 1,000",48.6,"per 1,000 children"
Iredell,37097,Total,Substantiated,2018,"Rate per 1,000",14.5,"per 1,000 children"
Iredell,37097,Total,Investigated,2019,"Rate per 1,000",43.6,"per 1,000 children"
Iredell,37097,Total,Substantiated,2019,"Rate per 1,000",11.2,"per 1,000 children"
Iredell,37097,Total,Investigated,2020,"Rate per 1,000",36.6,"per 1,000 children"
Iredell,37097,Total,Substantiated,2020,"Rate per 1,000",8.4,"per 1,000 children"
Iredell,37097,Total,Investigated,2021,"Rate per 1,000",32.4,"per 1,000 children"
Iredell,37097,Total,Substantiated,2021,"Rate per 1,000",8.1,"per 1,000 children"
Iredell,37097,Total,Investigated,2022,"Rate per 1,000",39.1,"per 1,000 children"
Iredell,37097,Total,Substantiated,2022,"Rate per 1,000",9.6,"per 1,000 children"
Iredell,37097,Total,Investigated,2023,"Rate per 1,000",39.1,"per 1,000 children"
Iredell,37097,Total,Substantiated,2023,"Rate per 1,000",11.3,"per 1,000 children"
Iredell,37097,Total,Investigated,2018,Number,2175,
Iredell,37097,Total,Substantiated,2018,Number,650,
Iredell,37097,Total,Investigated,2019,Number,1966,
Iredell,37097,Total,Substantiated,2019,Number,506,
Iredell,37097,Total,Investigated,2020,Number,1666,
Iredell,37097,Total,Substantiated,2020,Number,384,
Iredell,37097,Total,Investigated,2021,Number,1513,
Iredell,37097,Total,Substantiated,2021,Number,377,
Iredell,37097,Total,Investigated,2022,Number,1843,
Iredell,37097,Total,Substantiated,2022,Number,450,
Iredell,37097,Total,Investigated,2023,Number,1851,
Iredell,37097,Total,Substantiated,2023,Number,535,
Jackson,37099,Total,Investigated,2018,"Rate per 1,000",51.9,"per 1,000 children"
Jackson,37099,Total,Substantiated,2018,"Rate per 1,000",12.6,"per 1,000 children"
Jackson,37099,Total,Investigated,2019,"Rate per 1,000",50.1,"per 1,000 children"
Jackson,37099,Total,Substantiated,2019,"Rate per 1,000",9.1,"per 1,000 children"
Jackson,37099,Total,Investigated,2020,"Rate per 1,000",38.3,"per 1,000 children"
Jackson,37099,Total,Substantiated,2020,"Rate per 1,000",6.5,"per 1,000 children"
