Location,LocationID,FilterCategory,DataGroup,TimeFrame,DataFormat,Data,Unit
Carteret,37031,Total,Investigated,2023,"Rate per 1,000",52.9,"per 1,000 children"
Carteret,37031,Total,Substantiated,2023,"Rate per 1,000",15.8,"per 1,000 children"
Carteret,37031,Total,Investigated,2018,Number,751,
Carteret,37031,Total,Substantiated,2018,Number,192,
Carteret,37031,Total,Investigated,2019,Number,757,
Carteret,37031,Total,Substantiated,2019,Number,192,
Carteret,37031,Total,Investigated,2020,Number,655,
Carteret,37031,Total,Substantiated,2020,Number,153,
Carteret,37031,Total,Investigated,2021,Number,733,
Carteret,37031,Total,Substantiated,2021,Number,187,
Carteret,37031,Total,Investigated,2022,Number,692,
Carteret,37031,Total,Substantiated,2022,Number,202,
Carteret,37031,Total,Investigated,2023,Number,673,
Carteret,37031,Total,Substantiated,2023,Number,201,
Caswell,37033,Total,Investigated,2018,"Rate per 1,000",59.8,"per 1,000 children"
Caswell,37033,Total,Substantiated,2018,"Rate per 1,000",5.8,"per 1,000 children"
Caswell,37033,Total,Investigated,2019,"Rate per 1,000",63.3,"per 1,000 children"
Caswell,37033,Total,Substantiated,2019,"Rate per 1,000",9.2,"per 1,000 children"
Caswell,37033,Total,Investigated,2020,"Rate per 1,000",63.5,"per 1,000 children"
Caswell,37033,Total,Substantiated,2020,"Rate per 1,000",7.8,"per 1,000 children"
Caswell,37033,Total,Investigated,2021,"Rate per 1,000",52.4,"per 1,000 children"
Caswell,37033,Total,Substantiated,2021,"Rate per 1,000",5,"per 1,000 children"
Caswell,37033,Total,Investigated,2022,"Rate per 1,000",58.3,"per 1,000 children"
Caswell,37033,Total,Substantiated,2022,"Rate per 1,000",6,"per 1,000 children"
Caswell,37033,Total,Investigated,2023,"Rate per 1,000",50.8,"per 1,000 children"
Caswell,37033,Total,Substantiated,2023,"Rate per 1,000",5.2,"per 1,000 children"
Caswell,37033,Total,Investigated,2018,Number,276,
Caswell,37033,Total,Substantiated,2018,Number,27,
Caswell,37033,Total,Investigated,2019,Number,296,
Caswell,37033,Total,Substantiated,2019,Number,43,
Caswell,37033,Total,Investigated,2020,Number,295,
Caswell,37033,Total,Substantiated,2020,Number,36,
Caswell,37033,Total,Investigated,2021,Number,241,
Caswell,37033,Total,Substantiated,2021,Number,23,
Caswell,37033,Total,Investigated,2022,Number,263,
Caswell,37033,Total,Substantiated,2022,Number,27,
Caswell,37033,Total,Investigated,2023,Number,226,
Caswell,37033,Total,Substantiated,2023,Number,23,
Catawba,37035,Total,Investigated,2018,"Rate per 1,000",73.4,"per 1,000 children"
Catawba,37035,Total,Substantiated,2018,"Rate per 1,000",8.2,"per 1,000 children"
Catawba,37035,Total,Investigated,2019,"Rate per 1,000",67.3,"per 1,000 children"
Catawba,37035,Total,Substantiated,2019,"Rate per 1,000",9,"per 1,000 children"
Catawba,37035,Total,Investigated,2020,"Rate per 1,000",64.6,"per 1,000 children"
Catawba,37035,Total,Substantiated,2020,"Rate per 1,000",9.1,"per 1,000 children"
Catawba,37035,Total,Investigated,2021,"Rate per 1,000",60.9,"per 1,000 children"
Catawba,37035,Total,Substantiated,2021,"Rate per 1,000",8.3,"per 1,000 children"
Catawba,37035,Total,Investigated,2022,"Rate per 1,000",58.6,"per 1,000 children"
Catawba,37035,Total,Substantiated,2022,"Rate per 1,000",8.2,"per 1,000 children"
Catawba,37035,Total,Investigated,2023,"Rate per 1,000",60.4,"per 1,000 children"
Catawba,37035,Total,Substantiated,2023,"Rate per 1,000",9.9,"per 1,000 children"
Catawba,37035,Total,Investigated,2018,Number,2876,
Catawba,37035,Total,Substantiated,2018,Number,322,
Catawba,37035,Total,Investigated,2019,Number,2621,
Catawba,37035,Total,Substantiated,2019,Number,352,
Catawba,37035,Total,Investigated,2020,Number,2507,
Catawba,37035,Total,Substantiated,2020,Number,352,
Catawba,37035,Total,Investigated,2021,Number,2391,
Catawba,37035,Total,Substantiated,2021,Number,325,
Catawba,37035,Total,Investigated,2022,Number,2272,
Catawba,37035,Total,Substantiated,2022,Number,318,
Catawba,37035,Total,Investigated,2023,Number,2340,
Catawba,37035,Total,Substantiated,2023,Number,384,
Chatham,37037,Total,Investigated,2018,"Rate per 1,000",30.3,"per 1,000 children"
Chatham,37037,Total,Substantiated,2018,"Rate per 1,000",6.1,"per 1,000 children"
Chatham,37037,Total,Investigated,2019,"Rate per 1,000",29.5,"per 1,000 children"
Chatham,37037,Total,Substantiated,2019,"Rate per 1,000",6.6,"per 1,000 children"
Chatham,37037,Total,Investigated,2020,"Rate per 1,000",33,"per 1,000 children"
Chatham,37037,Total,Substantiated,2020,"Rate per 1,000",6.2,"per 1,000 children"
Chatham,37037,Total,Investigated,2021,"Rate per 1,000",31,"per 1,000 children"
Chatham,37037,Total,Substantiated,2021,"Rate per 1,000",6.7,"per 1,000 children"
Chatham,37037,Total,Investigated,2022,"Rate per 1,000",31.9,"per 1,000 children"
Chatham,37037,Total,Substantiated,2022,"Rate per 1,000",6.1,"per 1,000 children"
Chatham,37037,Total,Investigated,2023,"Rate per 1,000",35.6,"per 1,000 children"
Chatham,37037,Total,Substantiated,2023,"Rate per 1,000",6.8,"per 1,000 children"
Chatham,37037,Total,Investigated,2018,Number,479,
Chatham,37037,Total,Substantiated,2018,Number,97,
Chatham,37037,Total,Investigated,2019,Number,476,
Chatham,37037,Total,Substantiated,2019,Number,106,
Chatham,37037,Total,Investigated,2020,Number,534,
Chatham,37037,Total,Substantiated,2020,Number,101,
Chatham,37037,Total,Investigated,2021,Number,516,
Chatham,37037,Total,Substantiated,2021,Number,112,
Chatham,37037,Total,Investigated,2022,Number,526,
Chatham,37037,Total,Substantiated,2022,Number,100,
Chatham,37037,Total,Investigated,2023,Number,589,
Chatham,37037,Total,Substantiated,2023,Number,113,
Cherokee,37039,Total,Investigated,2018,"Rate per 1,000",83,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2018,"Rate per 1,000",16.9,"per 1,000 children"
Cherokee,37039,Total,Investigated,2019,"Rate per 1,000",82.5,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2019,"Rate per 1,000",16.6,"per 1,000 children"
Cherokee,37039,Total,Investigated,2020,"Rate per 1,000",55.6,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2020,"Rate per 1,000",13.4,"per 1,000 children"
Cherokee,37039,Total,Investigated,2021,"Rate per 1,000",55.2,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2021,"Rate per 1,000",16.4,"per 1,000 children"
Cherokee,37039,Total,Investigated,2022,"Rate per 1,000",63.6,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2022,"Rate per 1,000",17.5,"per 1,000 children"
Cherokee,37039,Total,Investigated,2023,"Rate per 1,000",62.2,"per 1,000 children"
Cherokee,37039,Total,Substantiated,2023,"Rate per 1,000",13.9,"per 1,000 children"
Cherokee,37039,Total,Investigated,2018,Number,443,
Cherokee,37039,Total,Substantiated,2018,Number,90,
Cherokee,37039,Total,Investigated,2019,Number,433,
Cherokee,37039,Total,Substantiated,2019,Number,87,
Cherokee,37039,Total,Investigated,2020,Number,290,
Cherokee,37039,Total,Substantiated,2020,Number,70,
Cherokee,37039,Total,Investigated,2021,Number,286,
Cherokee,37039,Total,Substantiated,2021,Number,85,
Cherokee,37039,Total,Investigated,2022,Number,323,
Cherokee,37039,Total,Substantiated,2022,Number,89,
Cherokee,37039,Total,Investigated,2023,Number,314,
Cherokee,37039,Total,Substantiated,2023,Number,70,
Chowan,37041,Total,Investigated,2018,"Rate per 1,000",39.1,"per 1,000 children"
Chowan,37041,Total,Substantiated,2018,"Rate per 1,000",1.9,"per 1,000 children"
Chowan,37041,Total,Investigated,2019,"Rate per 1,000",57.4,"per 1,000 children"
Chowan,37041,Total,Substantiated,2019,"Rate per 1,000",1.9,"per 1,000 children"
Chowan,37041,Total,Investigated,2020,"Rate per 1,000",41.5,"per 1,000 children"
Chowan,37041,Total,Substantiated,2020,"Rate per 1,000",6.5,"per 1,000 children"
Chowan,37041,Total,Investigated,2021,"Rate per 1,000",40.6,"per 1,000 children"
Chowan,37041,Total,Substantiated,2021,"Rate per 1,000",7.1,"per 1,000 children"
Chowan,37041,Total,Investigated,2022,"Rate per 1,000",32.2,"per 1,000 children"
Chowan,37041,Total,Substantiated,2022,"Rate per 1,000",2.4,"per 1,000 children"
Chowan,37041,Total,Investigated,2023,"Rate per 1,000",17.1,"per 1,000 children"
Chowan,37041,Total,Substantiated,2023,"Rate per 1,000",0,"per 1,000 children"
Chowan,37041,Total,Investigated,2018,Number,123,
Chowan,37041,Total,Substantiated,2018,Number,6,
Chowan,37041,Total,Investigated,2019,Number,179,
Chowan,37041,Total,Substantiated,2019,Number,6,
Chowan,37041,Total,Investigated,2020,Number,127,
Chowan,37041,Total,Substantiated,2020,Number,20,
Chowan,37041,Total,Investigated,2021,Number,120,
Chowan,37041,Total,Substantiated,2021,Number,21,
Chowan,37041,Total,Investigated,2022,Number,95,
Chowan,37041,Total,Substantiated,2022,Number,7,
Chowan,37041,Total,Investigated,2023,Number,51,
Chowan,37041,Total,Substantiated,2023,Number,0,
Clay,37043,Total,Investigated,2018,"Rate per 1,000",99,"per 1,000 children"
Clay,37043,Total,Substantiated,2018,"Rate per 1,000",21.8,"per 1,000 children"
Clay,37043,Total,Investigated,2019,"Rate per 1,000",90.7,"per 1,000 children"
Clay,37043,Total,Substantiated,2019,"Rate per 1,000",24.2,"per 1,000 children"
Clay,37043,Total,Investigated,2020,"Rate per 1,000",83.7,"per 1,000 children"
Clay,37043,Total,Substantiated,2020,"Rate per 1,000",24.1,"per 1,000 children"
Clay,37043,Total,Investigated,2021,"Rate per 1,000",83.6,"per 1,000 children"
Clay,37043,Total,Substantiated,2021,"Rate per 1,000",26.1,"per 1,000 children"
Clay,37043,Total,Investigated,2022,"Rate per 1,000",98.6,"per 1,000 children"
Clay,37043,Total,Substantiated,2022,"Rate per 1,000",29.5,"per 1,000 children"
Clay,37043,Total,Investigated,2023,"Rate per 1,000",80.9,"per 1,000 children"
Clay,37043,Total,Substantiated,2023,"Rate per 1,000",21.5,"per 1,000 children"
Clay,37043,Total,Investigated,2018,Number,209,
Clay,37043,Total,Substantiated,2018,Number,46,
Clay,37043,Total,Investigated,2019,Number,191,
Clay,37043,Total,Substantiated,2019,Number,51,
Clay,37043,Total,Investigated,2020,Number,174,
Clay,37043,Total,Substantiated,2020,Number,50,
Clay,37043,Total,Investigated,2021,Number,170,
Clay,37043,Total,Substantiated,2021,Number,53,
Clay,37043,Total,Investigated,2022,Number,194,
Clay,37043,Total,Substantiated,2022,Number,58,
Clay,37043,Total,Investigated,2023,Number,158,
Clay,37043,Total,Substantiated,2023,Number,42,
Cleveland,37045,Total,Investigated,2018,"Rate per 1,000",92.2,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2018,"Rate per 1,000",13.9,"per 1,000 children"
Cleveland,37045,Total,Investigated,2019,"Rate per 1,000",90.4,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2019,"Rate per 1,000",10.5,"per 1,000 children"
Cleveland,37045,Total,Investigated,2020,"Rate per 1,000",75,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2020,"Rate per 1,000",8.7,"per 1,000 children"
Cleveland,37045,Total,Investigated,2021,"Rate per 1,000",66.3,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2021,"Rate per 1,000",10,"per 1,000 children"
Cleveland,37045,Total,Investigated,2022,"Rate per 1,000",77.9,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2022,"Rate per 1,000",11.2,"per 1,000 children"
Cleveland,37045,Total,Investigated,2023,"Rate per 1,000",80.4,"per 1,000 children"
Cleveland,37045,Total,Substantiated,2023,"Rate per 1,000",7.2,"per 1,000 children"
Cleveland,37045,Total,Investigated,2018,Number,2221,
Cleveland,37045,Total,Substantiated,2018,Number,335,
Cleveland,37045,Total,Investigated,2019,Number,2178,
Cleveland,37045,Total,Substantiated,2019,Number,254,
Cleveland,37045,Total,Investigated,2020,Number,1806,
Cleveland,37045,Total,Substantiated,2020,Number,209,
Cleveland,37045,Total,Investigated,2021,Number,1648,
Cleveland,37045,Total,Substantiated,2021,Number,249,
Cleveland,37045,Total,Investigated,2022,Number,1941,
Cleveland,37045,Total,Substantiated,2022,Number,280,
Cleveland,37045,Total,Investigated,2023,Number,2003,
Cleveland,37045,Total,Substantiated,2023,Number,179,
Columbus,37047,Total,Investigated,2018,"Rate per 1,000",43.2,"per 1,000 children"
Columbus,37047,Total,Substantiated,2018,"Rate per 1,000",12.6,"per 1,000 children"
Columbus,37047,Total,Investigated,2019,"Rate per 1,000",47.2,"per 1,000 children"
Columbus,37047,Total,Substantiated,2019,"Rate per 1,000",16,"per 1,000 children"
Columbus,37047,Total,Investigated,2020,"Rate per 1,000",49.1,"per 1,000 children"
Columbus,37047,Total,Substantiated,2020,"Rate per 1,000",15.6,"per 1,000 children"
Columbus,37047,Total,Investigated,2021,"Rate per 1,000",41.8,"per 1,000 children"
Columbus,37047,Total,Substantiated,2021,"Rate per 1,000",18.9,"per 1,000 children"
Columbus,37047,Total,Investigated,2022,"Rate per 1,000",45.8,"per 1,000 children"
Columbus,37047,Total,Substantiated,2022,"Rate per 1,000",18.2,"per 1,000 children"
Columbus,37047,Total,Investigated,2023,"Rate per 1,000",43.8,"per 1,000 children"
Columbus,37047,Total,Substantiated,2023,"Rate per 1,000",14.3,"per 1,000 children"
Columbus,37047,Total,Investigated,2018,Number,568,
Columbus,37047,Total,Substantiated,2018,Number,165,
Columbus,37047,Total,Investigated,2019,Number,610,
Columbus,37047,Total,Substantiated,2019,Number,207,
Columbus,37047,Total,Investigated,2020,Number,627,
Columbus,37047,Total,Substantiated,2020,Number,199,
Columbus,37047,Total,Investigated,2021,Number,485,
Columbus,37047,Total,Substantiated,2021,Number,219,
Columbus,37047,Total,Investigated,2022,Number,523,
Columbus,37047,Total,Substantiated,2022,Number,208,
Columbus,37047,Total,Investigated,2023,Number,499,
Columbus,37047,Total,Substantiated,2023,Number,163,
Craven,37049,Total,Investigated,2018,"Rate per 1,000",49.2,"per 1,000 children"
Craven,37049,Total,Substantiated,2018,"Rate per 1,000",10.1,"per 1,000 children"
Craven,37049,Total,Investigated,2019,"Rate per 1,000",49.5,"per 1,000 children"
Craven,37049,Total,Substantiated,2019,"Rate per 1,000",7.8,"per 1,000 children"
Craven,37049,Total,Investigated,2020,"Rate per 1,000",52.1,"per 1,000 children"
Craven,37049,Total,Substantiated,2020,"Rate per 1,000",8.5,"per 1,000 children"
Craven,37049,Total,Investigated,2021,"Rate per 1,000",54.4,"per 1,000 children"
Craven,37049,Total,Substantiated,2021,"Rate per 1,000",9,"per 1,000 children"
Craven,37049,Total,Investigated,2022,"Rate per 1,000",56.9,"per 1,000 children"
Craven,37049,Total,Substantiated,2022,"Rate per 1,000",7.1,"per 1,000 children"
Craven,37049,Total,Investigated,2023,"Rate per 1,000",59.3,"per 1,000 children"
Craven,37049,Total,Substantiated,2023,"Rate per 1,000",10.7,"per 1,000 children"
Craven,37049,Total,Investigated,2018,Number,1226,
Craven,37049,Total,Substantiated,2018,Number,253,
Craven,37049,Total,Investigated,2019,Number,1225,
Craven,37049,Total,Substantiated,2019,Number,193,
Craven,37049,Total,Investigated,2020,Number,1266,
Craven,37049,Total,Substantiated,2020,Number,207,
Craven,37049,Total,Investigated,2021,Number,1325,
Craven,37049,Total,Substantiated,2021,Number,219,
Craven,37049,Total,Investigated,2022,Number,1359,
Craven,37049,Total,Substantiated,2022,Number,170,
Craven,37049,Total,Investigated,2023,Number,1413,
Craven,37049,Total,Substantiated,2023,Number,254,
Cumberland,37051,Total,Investigated,2018,"Rate per 1,000",68.7,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2018,"Rate per 1,000",12.1,"per 1,000 children"
Cumberland,37051,Total,Investigated,2019,"Rate per 1,000",62.3,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2019,"Rate per 1,000",7.5,"per 1,000 children"
Cumberland,37051,Total,Investigated,2020,"Rate per 1,000",61.4,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2020,"Rate per 1,000",9,"per 1,000 children"
Cumberland,37051,Total,Investigated,2021,"Rate per 1,000",60.9,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2021,"Rate per 1,000",8.2,"per 1,000 children"
Cumberland,37051,Total,Investigated,2022,"Rate per 1,000",62.3,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2022,"Rate per 1,000",8.1,"per 1,000 children"
Cumberland,37051,Total,Investigated,2023,"Rate per 1,000",56.8,"per 1,000 children"
Cumberland,37051,Total,Substantiated,2023,"Rate per 1,000",5.6,"per 1,000 children"
Cumberland,37051,Total,Investigated,2018,Number,6330,
Cumberland,37051,Total,Substantiated,2018,Number,1118,
Cumberland,37051,Total,Investigated,2019,Number,5784,
Cumberland,37051,Total,Substantiated,2019,Number,694,
Cumberland,37051,Total,Investigated,2020,Number,5756,
Cumberland,37051,Total,Substantiated,2020,Number,840,
Cumberland,37051,Total,Investigated,2021,Number,5713,
Cumberland,37051,Total,Substantiated,2021,Number,769,
Cumberland,37051,Total,Investigated,2022,Number,5860,
Cumberland,37051,Total,Substantiated,2022,Number,760,
Cumberland,37051,Total,Investigated,2023,Number,5326,
Cumberland,37051,Total,Substantiated,2023,Number,522,
Currituck,37053,Total,Investigated,2018,"Rate per 1,000",49.2,"per 1,000 children"
Currituck,37053,Total,Substantiated,2018,"Rate per 1,000",4.7,"per 1,000 children"
Currituck,37053,Total,Investigated,2019,"Rate per 1,000",58.5,"per 1,000 children"
Currituck,37053,Total,Substantiated,2019,"Rate per 1,000",9.2,"per 1,000 children"
Currituck,37053,Total,Investigated,2020,"Rate per 1,000",53.5,"per 1,000 children"
Currituck,37053,Total,Substantiated,2020,"Rate per 1,000",3.6,"per 1,000 children"
Currituck,37053,Total,Investigated,2021,"Rate per 1,000",47.4,"per 1,000 children"
Currituck,37053,Total,Substantiated,2021,"Rate per 1,000",4.5,"per 1,000 children"
Currituck,37053,Total,Investigated,2022,"Rate per 1,000",56.3,"per 1,000 children"
Currituck,37053,Total,Substantiated,2022,"Rate per 1,000",4.6,"per 1,000 children"
Currituck,37053,Total,Investigated,2023,"Rate per 1,000",39.8,"per 1,000 children"
Currituck,37053,Total,Substantiated,2023,"Rate per 1,000",4.6,"per 1,000 children"
Currituck,37053,Total,Investigated,2018,Number,315,
Currituck,37053,Total,Substantiated,2018,Number,30,
Currituck,37053,Total,Investigated,2019,Number,383,
Currituck,37053,Total,Substantiated,2019,Number,60,
Currituck,37053,Total,Investigated,2020,Number,357,
Currituck,37053,Total,Substantiated,2020,Number,24,
Currituck,37053,Total,Investigated,2021,Number,323,
Currituck,37053,Total,Substantiated,2021,Number,31,
Currituck,37053,Total,Investigated,2022,Number,403,
Currituck,37053,Total,Substantiated,2022,Number,33,
Currituck,37053,Total,Investigated,2023,Number,297,
Currituck,37053,Total,Substantiated,2023,Number,34,
Dare,37055,Total,Investigated,2018,"Rate per 1,000",37.3,"per 1,000 children"
Dare,37055,Total,Substantiated,2018,"Rate per 1,000",4.7,"per 1,000 children"
Dare,37055,Total,Investigated,2019,"Rate per 1,000",31.5,"per 1,000 children"
Dare,37055,Total,Substantiated,2019,"Rate per 1,000",3.9,"per 1,000 children"
Dare,37055,Total,Investigated,2020,"Rate per 1,000",36.4,"per 1,000 children"
Dare,37055,Total,Substantiated,2020,"Rate per 1,000",6.6,"per 1,000 children"
Dare,37055,Total,Investigated,2021,"Rate per 1,000",34.5,"per 1,000 children"
Dare,37055,Total,Substantiated,2021,"Rate per 1,000",5.2,"per 1,000 children"
Dare,37055,Total,Investigated,2022,"Rate per 1,000",28.8,"per 1,000 children"
Dare,37055,Total,Substantiated,2022,"Rate per 1,000",3.9,"per 1,000 children"
Dare,37055,Total,Investigated,2023,"Rate per 1,000",29.7,"per 1,000 children"
Dare,37055,Total,Substantiated,2023,"Rate per 1,000",5.2,"per 1,000 children"
Dare,37055,Total,Investigated,2018,Number,283,
Dare,37055,Total,Substantiated,2018,Number,36,
Dare,37055,Total,Investigated,2019,Number,240,
Dare,37055,Total,Substantiated,2019,Number,30,
Dare,37055,Total,Investigated,2020,Number,276,
Dare,37055,Total,Substantiated,2020,Number,50,
Dare,37055,Total,Investigated,2021,Number,260,
Dare,37055,Total,Substantiated,2021,Number,39,
Dare,37055,Total,Investigated,2022,Number,220,
Dare,37055,Total,Substantiated,2022,Number,30,
Dare,37055,Total,Investigated,2023,Number,223,
Dare,37055,Total,Substantiated,2023,Number,39,
Davidson,37057,Total,Investigated,2018,"Rate per 1,000",55.9,"per 1,000 children"
Davidson,37057,Total,Substantiated,2018,"Rate per 1,000",10.7,"per 1,000 children"
Davidson,37057,Total,Investigated,2019,"Rate per 1,000",60.8,"per 1,000 children"
Davidson,37057,Total,Substantiated,2019,"Rate per 1,000",12.5,"per 1,000 children"
Davidson,37057,Total,Investigated,2020,"Rate per 1,000",58,"per 1,000 children"
Davidson,37057,Total,Substantiated,2020,"Rate per 1,000",11.1,"per 1,000 children"
Davidson,37057,Total,Investigated,2021,"Rate per 1,000",60.4,"per 1,000 children"
Davidson,37057,Total,Substantiated,2021,"Rate per 1,000",9.8,"per 1,000 children"
Davidson,37057,Total,Investigated,2022,"Rate per 1,000",53.9,"per 1,000 children"
Davidson,37057,Total,Substantiated,2022,"Rate per 1,000",9.2,"per 1,000 children"
Davidson,37057,Total,Investigated,2023,"Rate per 1,000",45,"per 1,000 children"
Davidson,37057,Total,Substantiated,2023,"Rate per 1,000",8.7,"per 1,000 children"
Davidson,37057,Total,Investigated,2018,Number,2253,
Davidson,37057,Total,Substantiated,2018,Number,432,
Davidson,37057,Total,Investigated,2019,Number,2455,
Davidson,37057,Total,Substantiated,2019,Number,505,
Davidson,37057,Total,Investigated,2020,Number,2332,
Davidson,37057,Total,Substantiated,2020,Number,448,
Davidson,37057,Total,Investigated,2021,Number,2443,
Davidson,37057,Total,Substantiated,2021,Number,398,
Davidson,37057,Total,Investigated,2022,Number,2171,
Davidson,37057,Total,Substantiated,2022,Number,370,
Davidson,37057,Total,Investigated,2023,Number,1821,
Davidson,37057,Total,Substantiated,2023,Number,351,
Davie,37059,Total,Investigated,2018,"Rate per 1,000",42,"per 1,000 children"
Davie,37059,Total,Substantiated,2018,"Rate per 1,000",12.8,"per 1,000 children"
Davie,37059,Total,Investigated,2019,"Rate per 1,000",54.4,"per 1,000 children"
Davie,37059,Total,Substantiated,2019,"Rate per 1,000",12.2,"per 1,000 children"
Davie,37059,Total,Investigated,2020,"Rate per 1,000",48,"per 1,000 children"
Davie,37059,Total,Substantiated,2020,"Rate per 1,000",12.4,"per 1,000 children"
Davie,37059,Total,Investigated,2021,"Rate per 1,000",41.7,"per 1,000 children"
Davie,37059,Total,Substantiated,2021,"Rate per 1,000",8.8,"per 1,000 children"
Davie,37059,Total,Investigated,2022,"Rate per 1,000",59.3,"per 1,000 children"
Davie,37059,Total,Substantiated,2022,"Rate per 1,000",8.3,"per 1,000 children"
Davie,37059,Total,Investigated,2023,"Rate per 1,000",65.4,"per 1,000 children"
Davie,37059,Total,Substantiated,2023,"Rate per 1,000",10.2,"per 1,000 children"
Davie,37059,Total,Investigated,2018,Number,418,
Davie,37059,Total,Substantiated,2018,Number,127,
Davie,37059,Total,Investigated,2019,Number,540,
Davie,37059,Total,Substantiated,2019,Number,121,
Davie,37059,Total,Investigated,2020,Number,474,
Davie,37059,Total,Substantiated,2020,Number,122,
Davie,37059,Total,Investigated,2021,Number,414,
Davie,37059,Total,Substantiated,2021,Number,87,
Davie,37059,Total,Investigated,2022,Number,586,
Davie,37059,Total,Substantiated,2022,Number,82,
Davie,37059,Total,Investigated,2023,Number,647,
Davie,37059,Total,Substantiated,2023,Number,101,
Duplin,37061,Total,Investigated,2018,"Rate per 1,000",58.4,"per 1,000 children"
Duplin,37061,Total,Substantiated,2018,"Rate per 1,000",10,"per 1,000 children"
Duplin,37061,Total,Investigated,2019,"Rate per 1,000",48,"per 1,000 children"
Duplin,37061,Total,Substantiated,2019,"Rate per 1,000",8.7,"per 1,000 children"
Duplin,37061,Total,Investigated,2020,"Rate per 1,000",47.6,"per 1,000 children"
Duplin,37061,Total,Substantiated,2020,"Rate per 1,000",9.6,"per 1,000 children"
Duplin,37061,Total,Investigated,2021,"Rate per 1,000",56.9,"per 1,000 children"
Duplin,37061,Total,Substantiated,2021,"Rate per 1,000",11.7,"per 1,000 children"
Duplin,37061,Total,Investigated,2022,"Rate per 1,000",57.5,"per 1,000 children"
Duplin,37061,Total,Substantiated,2022,"Rate per 1,000",7.5,"per 1,000 children"
Duplin,37061,Total,Investigated,2023,"Rate per 1,000",61.7,"per 1,000 children"
Duplin,37061,Total,Substantiated,2023,"Rate per 1,000",7.8,"per 1,000 children"
Duplin,37061,Total,Investigated,2018,Number,914,
Duplin,37061,Total,Substantiated,2018,Number,157,
Duplin,37061,Total,Investigated,2019,Number,748,
Duplin,37061,Total,Substantiated,2019,Number,135,
Duplin,37061,Total,Investigated,2020,Number,738,
Duplin,37061,Total,Substantiated,2020,Number,149,
Duplin,37061,Total,Investigated,2021,Number,731,
Duplin,37061,Total,Substantiated,2021,Number,150,
Duplin,37061,Total,Investigated,2022,Number,735,
Duplin,37061,Total,Substantiated,2022,Number,96,
Duplin,37061,Total,Investigated,2023,Number,795,
Duplin,37061,Total,Substantiated,2023,Number,101,
Durham,37063,Total,Investigated,2018,"Rate per 1,000",33.5,"per 1,000 children"
Durham,37063,Total,Substantiated,2018,"Rate per 1,000",5.1,"per 1,000 children"
Durham,37063,Total,Investigated,2019,"Rate per 1,000",36.7,"per 1,000 children"
Durham,37063,Total,Substantiated,2019,"Rate per 1,000",6.6,"per 1,000 children"
Durham,37063,Total,Investigated,2020,"Rate per 1,000",34.6,"per 1,000 children"
Durham,37063,Total,Substantiated,2020,"Rate per 1,000",4.8,"per 1,000 children"
Durham,37063,Total,Investigated,2021,"Rate per 1,000",30.8,"per 1,000 children"
Durham,37063,Total,Substantiated,2021,"Rate per 1,000",3.9,"per 1,000 children"
Durham,37063,Total,Investigated,2022,"Rate per 1,000",30.2,"per 1,000 children"
Durham,37063,Total,Substantiated,2022,"Rate per 1,000",3.2,"per 1,000 children"
Durham,37063,Total,Investigated,2023,"Rate per 1,000",33.1,"per 1,000 children"
Durham,37063,Total,Substantiated,2023,"Rate per 1,000",4.6,"per 1,000 children"
Durham,37063,Total,Investigated,2018,Number,2567,
Durham,37063,Total,Substantiated,2018,Number,387,
Durham,37063,Total,Investigated,2019,Number,2809,
Durham,37063,Total,Substantiated,2019,Number,504,
Durham,37063,Total,Investigated,2020,Number,2658,
Durham,37063,Total,Substantiated,2020,Number,368,
Durham,37063,Total,Investigated,2021,Number,2355,
Durham,37063,Total,Substantiated,2021,Number,299,
Durham,37063,Total,Investigated,2022,Number,2328,
Durham,37063,Total,Substantiated,2022,Number,248,
Durham,37063,Total,Investigated,2023,Number,2526,
Durham,37063,Total,Substantiated,2023,Number,350,
Edgecombe,37065,Total,Investigated,2018,"Rate per 1,000",69.1,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2018,"Rate per 1,000",11.6,"per 1,000 children"
Edgecombe,37065,Total,Investigated,2019,"Rate per 1,000",59.6,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2019,"Rate per 1,000",10.9,"per 1,000 children"
Edgecombe,37065,Total,Investigated,2020,"Rate per 1,000",67.4,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2020,"Rate per 1,000",11.1,"per 1,000 children"
Edgecombe,37065,Total,Investigated,2021,"Rate per 1,000",67.4,"per 1,000 children"
Edgecombe,37065,Total,Substantiated,2021,"Rate per 1,000",13.3,"per 1,000 children"
